description,qtd_gram,kcal,protein,lipids,saturated,monoinsat,polinsat,omega_6,omega_3,colesterol,cho,fiber,calcium,mg,mn,p,iron,sodium,potassium,copper,zinco,retinol,tiamina,riboflavina,piridoxina,niacina,vitamin_c,eq_niacina,cobalamina,folato,vitamin_d,vitamin_e,trans,sodium_add,selenio,vitamin_a,sugar_total,sugar_add
SONHO,100,"378,79","6,02","18,25","4,48","8,56","3,30","3,09","0,19","45,63","48,08","1,31","40,17","12,42","0,25","93,10","1,94","132,89","110,06","0,06","0,53","34,34","0,32","0,33","0,06","2,55","0,05","3,78","0,22","104,50","0,39","1,00","3,47",.,"15,74","34,79","21,09","19,63"
FILHOS (BOLINHO DE FARINHA DE TRIGO E OVOS),100,"421,37","5,55","19,81","4,57","9,55","3,51","3,28","0,21","40,10","55,70","1,21","80,51","11,37","0,28","90,04","1,95","211,11","78,11","0,06","0,44","66,35","0,31","0,27","0,03","2,23","0,05","3,36","0,18","80,92","0,28","1,28","4,47",.,"16,00","68,64","26,61","26,00"
BOLO DE CHOCOLATE,100,"312,80","8,71","6,00","1,98","2,22","0,80","0,68","0,02","209,07","58,30","1,76","33,65","29,57","0,30","133,44","2,67","63,07","151,89","0,20","0,93","82,84","0,22","0,36","0,07","1,51","0,75","3,37","0,55","63,48","0,63","0,52",.,.,"17,03","83,52","40,39","39,44"
BRIOCHE,100,"366,84","9,04","14,22","4,92","5,54","2,67","2,49","0,13","99,04","49,58","1,80","35,30","16,35","0,38","117,86","2,90","225,41","120,31","0,09","0,71","43,63","0,46","0,45","0,07","3,52","0,03","5,37","0,30","138,30","0,42","0,37","1,20",.,"25,57","43,95","8,24","7,14"
BOLO DE LARANJA,100,"360,83","4,80","13,15","5,29","4,91","1,91","1,78","0,11","67,72","58,32","2,36","68,71","32,54","0,64","82,73","1,98","102,03","255,24","0,19","0,65","77,62","0,24","0,19","0,10","1,54","5,31","2,50","0,14","54,30","0,27","0,48","0,28",.,"12,46","80,80","34,40","30,76"
BOLO DE COCO,100,"317,24","6,33","8,70","5,59","1,56","0,59","0,51","0,02","137,69","54,19","1,20","22,51","15,82","0,48","91,55","1,52","78,47","161,56","0,08","0,73","54,56","0,17","0,26","0,10","1,14","5,26","2,41","0,36","52,64","0,42","0,43",.,.,"18,33","56,31","39,36","37,56"
BOLO DE CENOURA,100,"344,86","4,17","17,26","10,37","4,59","0,88","0,78","0,07","95,41","44,27","1,61","25,69","9,25","0,25","57,53","1,26","240,28","106,73","0,04","0,36","150,68","0,19","0,19","0,07","1,44","0,94","2,30","0,17","53,14","0,43","0,87","0,63",.,"11,65","373,35","26,61","25,46"
BOLO DE TRIGO,100,"286,60","6,91","4,24","1,27","1,57","0,62","0,53","0,02","160,65","55,27","0,65","23,76","10,13","0,15","88,97","1,46","47,87","132,31","0,04","0,55","63,65","0,19","0,30","0,07","1,25","6,02","2,64","0,42","60,08","0,48","0,44",.,.,"18,60","65,70","39,84","37,88"
BROA,100,"392,00","9,80","18,30",.,.,.,.,.,.,"47,10","1,70",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
BISCOITO RECHEADO,100,"472,00","6,40","19,60","6,20","6,60","1,70","1,68","0,06",.,"70,50","3,00","27,00","48,00",.,"139,00","2,30","239,00","232,00","0,27","1,00",.,"0,32","0,39","0,46","2,52",.,.,.,.,.,.,"4,21",.,.,.,"40,62","40,53"
WAFFER (BISCOITO),100,"430,32","6,25","12,49","2,76","4,67","4,18","3,87","0,29","15,64","74,79","2,25","34,82","23,45","0,47","91,23","2,82","717,78","114,85","0,20","0,70","2,64","0,41","0,30","0,04","3,07","0,03","4,37","0,06","107,14","0,04","0,91","1,40",.,"23,79","2,68","34,84","33,85"
ALFAJORES (BISCOITO),100,"505,21","6,47","22,55","7,63","10,27","3,41","3,18","0,15","0,02","70,85","2,43","68,59","26,03","0,49","102,32","3,09","354,18","119,45","0,17","0,59","0,12","0,46","0,31","0,04","3,48","0,01","4,84","0,02","119,19",.,"2,15","4,85",.,"21,11","0,12","25,21","24,80"
BOLACHA RECHEADA,100,"472,00","6,40","19,60","6,20","6,60","1,70","1,68","0,06",.,"70,50","3,00","27,00","48,00",.,"139,00","2,30","239,00","232,00","0,27","1,00",.,"0,32","0,39","0,46","2,52",.,.,.,.,.,.,"4,21",.,.,.,"40,62","40,53"
ROSCA RECHEADA,100,"620,20","5,57","26,28","15,89","7,55","1,12","1,01","0,09","78,21","98,06","3,22","53,67","56,23","0,65","112,99","3,25","151,83","182,93","0,44","1,37","137,60","0,21","0,21","0,03","1,57",.,"2,72","0,13","56,48","0,55","0,62","0,60",.,"12,72","140,12","74,97","75,63"
ROSQUINHA RECHEADA DE QUALQUER SABOR,100,"472,00","6,40","19,60","6,20","6,60","1,70","1,68","0,06",.,"70,50","3,00","27,00","48,00",.,"139,00","2,30","239,00","232,00","0,27","1,00",.,"0,32","0,39","0,46","2,52",.,.,.,.,.,.,"4,21",.,.,.,"40,62","40,53"
BISCOITO NÃO ESPECIFICADO,100,"432,00","10,10","14,40","4,40","4,60","2,90","2,79","0,01",.,"68,70","2,50","20,00","40,00",.,"148,00","2,20","854,00","181,00","0,18","1,10",.,"0,71","0,13","0,17","7,14",.,.,.,.,.,.,"1,80",.,.,.,"10,64","10,58"
CREPE,100,"203,18","13,96","12,46","4,80","5,14","1,26","1,13","0,09","77,23","8,27","0,66","91,91","21,82","0,13","163,00","1,54","332,45","198,64","0,09","2,70","60,54","0,09","0,24","0,15","2,43","0,78","4,25","1,09","24,13","0,57","1,02","0,76","50,00","13,68","67,25","1,75",.
PAO DIET (DE FORMA INDUSTRIALIZADO),100,"198,00","9,10","2,30","0,34","0,25","0,97","0,92","0,05",.,"43,60","12,00","80,00","39,00","0,85","102,00","2,96","511,00","122,00","0,14","1,12",.,"0,42","0,30","0,13","3,89","0,10","5,69",.,"135,00",.,"0,24",.,.,"30,40",.,"4,11","3,82"
PAO LIGHT (DE FORMA INDUSTRIALIZADO),100,"198,00","9,10","2,30","0,34","0,25","0,97","0,92","0,05",.,"43,60","12,00","80,00","39,00","0,85","102,00","2,96","511,00","122,00","0,14","1,12",.,"0,42","0,30","0,13","3,89","0,10","5,69",.,"135,00",.,"0,24",.,.,"30,40",.,"4,11","3,82"
PAO DE QUEIJO LIGHT,100,"363,00","5,10","24,60",.,.,.,.,.,"68,00","34,20","0,60","102,00","8,00","0,03","94,00","0,30","773,00","93,00","0,01","0,60","61,00","0,04","0,10","0,04",.,.,.,.,.,.,.,.,.,.,.,.,.
PAO INTEGRAL LIGHT,100,"198,00","9,10","2,30","0,34","0,25","0,97","0,92","0,05",.,"43,60","12,00","80,00","39,00","0,85","102,00","2,96","511,00","122,00","0,14","1,12",.,"0,42","0,30","0,13","3,89","0,10","5,69",.,"135,00",.,"0,24",.,.,"30,40",.,"4,11","3,82"
TORTAS DOCES DE QUALQUER SABOR LIGHT,100,"121,84","2,29","5,40","1,79","2,63","0,61","0,55","0,06","3,76","16,06","0,50","51,45","9,66","0,07","51,53","0,41","236,66","82,69","0,05","0,26","10,54","0,07","0,10","0,02","0,41",.,"1,10","0,17","23,07","0,38","0,06","1,06",.,"4,53","10,69","7,84","5,92"
TORTAS DOCES DE QUALQUER SABOR DIET,100,"99,17","2,25","5,30","1,75","2,62","0,58","0,53","0,05","3,76","10,66","0,37","52,43","8,34","0,06","49,79","0,52","141,83","108,17","0,04","0,21","10,54","0,07","0,10","0,02","0,40",.,"1,08","0,17","22,98","0,38","0,06","1,06",.,"4,43","10,69","2,31","0,22"
FILHOS (BOLINHO DE FARINHA DE TRIGO E OVOS) LIGHT,100,"426,53","6,44","22,95","5,30","11,07","4,06","3,79","0,24","46,50","48,69","1,40","93,20","13,18","0,33","104,40","2,26","244,63","90,26","0,07","0,51","76,94","0,35","0,31","0,04","2,58","0,05","3,90","0,20","93,83","0,32","1,48","5,19",.,"18,46","79,59","15,48","14,25"
FILHOS (BOLINHO DE FARINHA DE TRIGO E OVOS) DIET,100,"426,53","6,44","22,95","5,30","11,07","4,06","3,79","0,24","46,50","48,69","1,40","93,20","13,18","0,33","104,40","2,26","244,63","90,26","0,07","0,51","76,94","0,35","0,31","0,04","2,58","0,05","3,90","0,20","93,83","0,32","1,48","5,19",.,"18,46","79,59","15,48","14,25"
BOLO DE CHOCOLATE LIGHT,100,"299,49","4,59","9,36","5,44","2,71","0,50","0,45","0,03","49,83","52,45","2,00","43,44","32,20","0,49","82,61","2,59","150,69","103,85","0,29","1,02","49,04","0,20","0,18","0,02","1,48",.,"2,38","0,11","53,41","0,19","0,26","0,16",.,"11,53","62,00","32,49","32,25"
BOLO DE CHOCOLATE DIET,100,"299,49","4,59","9,36","5,44","2,71","0,50","0,45","0,03","49,83","52,45","2,00","43,44","32,20","0,49","82,61","2,59","150,69","103,85","0,29","1,02","49,04","0,20","0,18","0,02","1,48",.,"2,38","0,11","53,41","0,19","0,26","0,16",.,"11,53","62,00","32,49","32,25"
BOLO DE LARANJA LIGHT,100,"328,38","4,76","9,48","2,97","3,96","1,77","1,65","0,09","57,98","58,31","2,36","67,71","32,47","0,64","81,64","1,98","104,21","254,15","0,19","0,65","47,25","0,24","0,19","0,10","1,54","5,31","2,49","0,14","54,17","0,21","0,38","0,14",.,"12,41","59,93","34,40","30,76"
BOLO DE COCO DIET,100,"299,49","4,59","9,36","5,44","2,71","0,50","0,45","0,03","49,83","52,45","2,00","43,44","32,20","0,49","82,61","2,59","150,69","103,85","0,29","1,02","49,04","0,20","0,18","0,02","1,48",.,"2,38","0,11","53,41","0,19","0,26","0,16",.,"11,53","62,00","32,49","32,25"
BOLO DE CENOURA DIET,100,"272,74","4,09","9,10","5,20","2,48","0,57","0,51","0,04","73,79","44,26","1,61","23,47","9,09","0,25","55,11","1,26","245,13","104,32","0,04","0,35","83,19","0,19","0,19","0,07","1,44","0,94","2,28","0,16","52,84","0,29","0,63","0,30",.,"11,55","326,97","26,60","25,46"
BISCOITO RECHEADO LIGHT,100,"432,96","5,88","13,24","4,09","6,27","2,38","1,83","0,55",.,"77,80","4,24","18,24","54,30","0,62","109,86","3,11","558,19","182,37","0,40","0,90",.,"0,32","0,23","0,03","2,54",.,"3,82",.,"83,64",.,"1,97","0,05",.,"14,99",.,"41,18","41,04"
BISCOITO WAFFER LIGHT,100,"398,63","4,51","6,92","1,04","2,83","2,62","2,44","0,18","0,02","80,66","1,31","18,60","10,59","0,30","54,05","2,01","379,36","59,82","0,09","0,35","0,10","0,34","0,23","0,02","2,55","0,01","3,48","0,01","87,91",.,"0,55","0,93",.,"18,01","0,10","47,65","47,43"
WAFFER (BISCOITO) LIGHT,100,"398,63","4,51","6,92","1,04","2,83","2,62","2,44","0,18","0,02","80,66","1,31","18,60","10,59","0,30","54,05","2,01","379,36","59,82","0,09","0,35","0,10","0,34","0,23","0,02","2,55","0,01","3,48","0,01","87,91",.,"0,55","0,93",.,"18,01","0,10","47,65","47,43"
ALFAJORES (BISCOITO) LIGHT,100,"432,96","5,88","13,24","4,09","6,27","2,38","1,83","0,55",.,"77,80","4,24","18,24","54,30","0,62","109,86","3,11","558,19","182,37","0,40","0,90",.,"0,32","0,23","0,03","2,54",.,"3,82",.,"83,64",.,"1,97","0,05",.,"14,99",.,"41,18","41,04"
BOLACHA RECHEADA LIGHT,100,"432,96","5,88","13,24","4,09","6,27","2,38","1,83","0,55",.,"77,80","4,24","18,24","54,30","0,62","109,86","3,11","558,19","182,37","0,40","0,90",.,"0,32","0,23","0,03","2,54",.,"3,82",.,"83,64",.,"1,97","0,05",.,"14,99",.,"41,18","41,04"
BISCOITO RECHEADO DIET,100,"405,28","8,17","20,83","2,17","12,40","5,73","3,96","1,77","0,09","66,82","3,67","49,30","32,86","0,38","83,80","2,07","459,74","110,47","0,25","0,63","0,51","0,20","0,14","0,02","1,54","0,01","3,29","0,02","51,29",.,"3,37","0,08",.,"9,21","0,51","5,54","0,55"
ROSQUINHA RECHEADA DE QUALQUER SABOR DIET,100,"405,28","8,17","20,83","2,17","12,40","5,73","3,96","1,77","0,09","66,82","3,67","49,30","32,86","0,38","83,80","2,07","459,74","110,47","0,25","0,63","0,51","0,20","0,14","0,02","1,54","0,01","3,29","0,02","51,29",.,"3,37","0,08",.,"9,21","0,51","5,54","0,55"
BOLACHA RECHEADA DIET,100,"405,28","8,17","20,83","2,17","12,40","5,73","3,96","1,77","0,09","66,82","3,67","49,30","32,86","0,38","83,80","2,07","459,74","110,47","0,25","0,63","0,51","0,20","0,14","0,02","1,54","0,01","3,29","0,02","51,29",.,"3,37","0,08",.,"9,21","0,51","5,54","0,55"
PAO DOCE DIET,100,"312,25","4,83","6,92","4,06","1,80","0,44","0,40","0,03","32,81","57,97","1,64","29,48","10,75","0,39","63,81","1,89","197,86","74,97","0,06","0,39","60,64","0,30","0,25","0,03","2,38","0,05","3,37","0,10","88,86","0,25","0,25","0,25",.,"14,09","79,58","29,12","28,98"
PAO DE MEL DIET,100,"446,23","4,38","11,31","6,65","3,24","0,60","0,54","0,04","38,81","85,04","1,85","88,07","106,86","0,94","71,59","3,54","157,52","598,77","0,31","0,60","61,86","0,26","0,20","0,26","2,16","0,02","3,08","0,07","65,24","0,29","0,33","0,26",.,"18,74","82,36","52,87","60,40"
PANETONE DIET,100,"355,95","7,45","10,43","1,82","2,52","5,34","4,72","0,60","50,12","58,03","2,14","19,44","15,99","0,39","96,56","2,85","210,02","139,79","0,10","0,58","19,86","0,45","0,39","0,06","3,55","0,34","5,08","0,13","136,82","0,15","0,87","0,05",.,"25,50","20,09","15,77","13,03"
BISCOITO SALGADO LIGHT,100,"452,56","9,67","13,79","2,17","2,96","7,89","6,98","0,91",.,"72,45","3,45","46,22","40,70","1,78","174,41","4,00","899,27","170,85","0,19","1,70",.,"0,74","0,41","0,17","5,00",.,"7,03",.,"171,47",.,"3,15","0,07",.,"37,57","0,50","10,30","11,37"
BOLACHA SALGADA LIGHT,100,"452,56","9,67","13,79","2,17","2,96","7,89","6,98","0,91",.,"72,45","3,45","46,22","40,70","1,78","174,41","4,00","899,27","170,85","0,19","1,70",.,"0,74","0,41","0,17","5,00",.,"7,03",.,"171,47",.,"3,15","0,07",.,"37,57","0,50","10,30","11,37"
CHIPS (SALGADINHOS) LIGHT,100,"407,05","6,53","7,05","1,15","1,52","4,01","3,52","0,50",.,"81,13","5,64","32,98","77,83","0,89","194,53","0,87","634,57","558,43","0,08","0,73",.,"0,36","0,20","0,68","3,78","29,38","4,90",.,"31,76",.,"0,76","0,04",.,"24,59","0,46","8,11","6,62"
BISCOITO DOCE LIGHT,100,"395,25","6,45","4,84","1,14","2,59","0,69","0,65","0,02",.,"83,88","3,70","19,33","44,76","1,11","113,01","2,56","546,40","170,02","0,15","0,90",.,"0,36","0,22","0,11","3,39","0,02","4,87",.,"77,45",.,"0,53","1,40",.,"27,57","0,09","41,49","42,61"
BOLACHA DOCE LIGHT,100,"395,25","6,45","4,84","1,14","2,59","0,69","0,65","0,02",.,"83,88","3,70","19,33","44,76","1,11","113,01","2,56","546,40","170,02","0,15","0,90",.,"0,36","0,22","0,11","3,39","0,02","4,87",.,"77,45",.,"0,53","1,40",.,"27,57","0,09","41,49","42,61"
BISCOITO DOCE DIET,100,"453,92","6,22","21,89","5,32","12,95","2,36","2,20","0,07","0,09","65,74","2,95","51,03","24,91","0,85","103,69","2,75","407,53","91,90","0,11","0,71","0,03","0,42","0,25","0,03","2,91","0,04","4,21",.,"99,36",.,"1,77","7,09",.,"18,95","0,17","3,99",.
BOLACHA DOCE DIET,100,"453,92","6,22","21,89","5,32","12,95","2,36","2,20","0,07","0,09","65,74","2,95","51,03","24,91","0,85","103,69","2,75","407,53","91,90","0,11","0,71","0,03","0,42","0,25","0,03","2,91","0,04","4,21",.,"99,36",.,"1,77","7,09",.,"18,95","0,17","3,99",.
BOLO DE BANANA,100,"300,05","3,93","9,07","5,31","2,41","0,53","0,47","0,05","56,72","52,14","1,66","29,47","16,89","0,25","57,18","1,21","218,07","184,18","0,06","0,33","79,01","0,19","0,19","0,17","1,52","3,45","2,29","0,12","55,22","0,24","0,38","0,32",.,"10,53","81,64","31,79","26,64"
CARNE SECACOZIDO(A),100,"313,00","26,90","21,90","10,50","8,30","0,40","0,24","0,08","100,00",.,.,"13,00","12,00","0,02","82,00","1,90","1943,00","86,00","0,03","7,70",.,.,"0,06",.,.,.,.,.,.,.,.,"0,93",.,.,.,.,.
CARNE SECAGRELHADO(A)/BRASA/CHURRASCO,100,"313,00","26,90","21,90","10,50","8,30","0,40","0,24","0,08","100,00",.,.,"13,00","12,00","0,02","82,00","1,90","1943,00","86,00","0,03","7,70",.,.,"0,06",.,.,.,.,.,.,.,.,"0,93",.,.,.,.,.
CARNE SECAASSADO(A),100,"313,00","26,90","21,90","10,50","8,30","0,40","0,24","0,08","100,00",.,.,"13,00","12,00","0,02","82,00","1,90","1943,00","86,00","0,03","7,70",.,.,"0,06",.,.,.,.,.,.,.,.,"0,93",.,.,.,.,.
CARNE SECAFRITO(A),100,"347,00","25,29","26,56","10,80","9,16","3,82","3,27","0,48","94,00",.,.,"12,22","11,28","0,02","77,08","1,79","1826,42","80,84","0,03","7,24",.,.,"0,06",.,.,.,.,.,.,.,"0,49","0,03",.,"2,74",.,.,.
CARNE SECAREFOGADO(A),100,"347,00","25,29","26,56","10,80","9,16","3,82","3,27","0,48","94,00",.,.,"12,22","11,28","0,02","77,08","1,79","1826,42","80,84","0,03","7,24",.,.,"0,06",.,.,.,.,.,.,.,"0,49","0,03",.,"2,74",.,.,.
CARNE SECAMOLHO VERMELHO,100,"255,20","21,78","17,56","8,41","6,65","0,33","0,21","0,06","80,00","1,08","0,30","13,00","12,80","0,04","70,80","1,72","1659,20","135,00","0,05","6,20",.,"0,00","0,06","0,02","0,20","1,40","0,23",.,"2,20",.,"0,28",.,.,"0,04","3,48","0,85",.
CARNE SECAENSOPADO,100,"347,00","25,29","26,56","10,80","9,16","3,82","3,27","0,48","94,00",.,.,"12,22","11,28","0,02","77,08","1,79","1826,42","80,84","0,03","7,24",.,.,"0,06",.,.,.,.,.,.,.,"0,49","0,03",.,"2,74",.,.,.
CARNE DE CHARQUECRU(A),100,"313,00","26,90","21,90","10,50","8,30","0,40","0,24","0,08","100,00",.,.,"13,00","12,00","0,02","82,00","1,90","1943,00","86,00","0,03","7,70",.,.,"0,06",.,.,.,.,.,.,.,.,"0,93",.,.,.,.,.
CARNE DE CHARQUECOZIDO(A),100,"313,00","26,90","21,90","10,50","8,30","0,40","0,24","0,08","100,00",.,.,"13,00","12,00","0,02","82,00","1,90","1943,00","86,00","0,03","7,70",.,.,"0,06",.,.,.,.,.,.,.,.,"0,93",.,.,.,.,.
CARNE DE CHARQUEGRELHADO(A)/BRASA/CHURRASCO,100,"313,00","26,90","21,90","10,50","8,30","0,40","0,24","0,08","100,00",.,.,"13,00","12,00","0,02","82,00","1,90","1943,00","86,00","0,03","7,70",.,.,"0,06",.,.,.,.,.,.,.,.,"0,93",.,.,.,.,.
CARNE DE CHARQUEASSADO(A),100,"313,00","26,90","21,90","10,50","8,30","0,40","0,24","0,08","100,00",.,.,"13,00","12,00","0,02","82,00","1,90","1943,00","86,00","0,03","7,70",.,.,"0,06",.,.,.,.,.,.,.,.,"0,93",.,.,.,.,.
CARNE DE CHARQUEFRITO(A),100,"347,00","25,29","26,56","10,80","9,16","3,82","3,27","0,48","94,00",.,.,"12,22","11,28","0,02","77,08","1,79","1826,42","80,84","0,03","7,24",.,.,"0,06",.,.,.,.,.,.,.,"0,49","0,03",.,"2,74",.,.,.
CARNE DE CHARQUEREFOGADO(A),100,"347,00","25,29","26,56","10,80","9,16","3,82","3,27","0,48","94,00",.,.,"12,22","11,28","0,02","77,08","1,79","1826,42","80,84","0,03","7,24",.,.,"0,06",.,.,.,.,.,.,.,"0,49","0,03",.,"2,74",.,.,.
CARNE DE CHARQUEMOLHO VERMELHO,100,"255,20","21,78","17,56","8,41","6,65","0,33","0,21","0,06","80,00","1,08","0,30","13,00","12,80","0,04","70,80","1,72","1659,20","135,00","0,05","6,20",.,"0,00","0,06","0,02","0,20","1,40","0,23",.,"2,20",.,"0,28",.,.,"0,04","3,48","0,85",.
CARNE DE CHARQUEENSOPADO,100,"347,00","25,29","26,56","10,80","9,16","3,82","3,27","0,48","94,00",.,.,"12,22","11,28","0,02","77,08","1,79","1826,42","80,84","0,03","7,24",.,.,"0,06",.,.,.,.,.,.,.,"0,49","0,03",.,"2,74",.,.,.
JABACOZIDO(A),100,"313,00","26,90","21,90","10,50","8,30","0,40","0,24","0,08","100,00",.,.,"13,00","12,00","0,02","82,00","1,90","1943,00","86,00","0,03","7,70",.,.,"0,06",.,.,.,.,.,.,.,.,"0,93",.,.,.,.,.
JABAFRITO(A),100,"347,00","25,29","26,56","10,80","9,16","3,82","3,27","0,48","94,00",.,.,"12,22","11,28","0,02","77,08","1,79","1826,42","80,84","0,03","7,24",.,.,"0,06",.,.,.,.,.,.,.,"0,49","0,03",.,"2,74",.,.,.
JABAREFOGADO(A),100,"347,00","25,29","26,56","10,80","9,16","3,82","3,27","0,48","94,00",.,.,"12,22","11,28","0,02","77,08","1,79","1826,42","80,84","0,03","7,24",.,.,"0,06",.,.,.,.,.,.,.,"0,49","0,03",.,"2,74",.,.,.
JABA,100,"313,00","26,90","21,90","10,50","8,30","0,40","0,24","0,08","100,00",.,.,"13,00","12,00","0,02","82,00","1,90","1943,00","86,00","0,03","7,70",.,.,"0,06",.,.,.,.,.,.,.,.,"0,93",.,.,.,.,.
CARNE DE SOLCRU(A),100,"313,00","26,90","21,90","10,50","8,30","0,40","0,24","0,08","100,00",.,.,"13,00","12,00","0,02","82,00","1,90","1943,00","86,00","0,03","7,70",.,.,"0,06",.,.,.,.,.,.,.,.,"0,93",.,.,.,.,.
CARNE DE SOLCOZIDO(A),100,"313,00","26,90","21,90","10,50","8,30","0,40","0,24","0,08","100,00",.,.,"13,00","12,00","0,02","82,00","1,90","1943,00","86,00","0,03","7,70",.,.,"0,06",.,.,.,.,.,.,.,.,"0,93",.,.,.,.,.
CARNE DE SOLGRELHADO(A)/BRASA/CHURRASCO,100,"313,00","26,90","21,90","10,50","8,30","0,40","0,24","0,08","100,00",.,.,"13,00","12,00","0,02","82,00","1,90","1943,00","86,00","0,03","7,70",.,.,"0,06",.,.,.,.,.,.,.,.,"0,93",.,.,.,.,.
CARNE DE SOLASSADO(A),100,"313,00","26,90","21,90","10,50","8,30","0,40","0,24","0,08","100,00",.,.,"13,00","12,00","0,02","82,00","1,90","1943,00","86,00","0,03","7,70",.,.,"0,06",.,.,.,.,.,.,.,.,"0,93",.,.,.,.,.
CARNE DE SOLFRITO(A),100,"347,00","25,29","26,56","10,80","9,16","3,82","3,27","0,48","94,00",.,.,"12,22","11,28","0,02","77,08","1,79","1826,42","80,84","0,03","7,24",.,.,"0,06",.,.,.,.,.,.,.,"0,49","0,03",.,"2,74",.,.,.
CARNE DE SOLENSOPADO,100,"347,00","25,29","26,56","10,80","9,16","3,82","3,27","0,48","94,00",.,.,"12,22","11,28","0,02","77,08","1,79","1826,42","80,84","0,03","7,24",.,.,"0,06",.,.,.,.,.,.,.,"0,49","0,03",.,"2,74",.,.,.
CARNE DO SERTAOCOZIDO(A),100,"313,00","26,90","21,90","10,50","8,30","0,40","0,24","0,08","100,00",.,.,"13,00","12,00","0,02","82,00","1,90","1943,00","86,00","0,03","7,70",.,.,"0,06",.,.,.,.,.,.,.,.,"0,93",.,.,.,.,.
CARNE DO SERTAOASSADO(A),100,"313,00","26,90","21,90","10,50","8,30","0,40","0,24","0,08","100,00",.,.,"13,00","12,00","0,02","82,00","1,90","1943,00","86,00","0,03","7,70",.,.,"0,06",.,.,.,.,.,.,.,.,"0,93",.,.,.,.,.
CARNE DO SERTAOFRITO(A),100,"347,00","25,29","26,56","10,80","9,16","3,82","3,27","0,48","94,00",.,.,"12,22","11,28","0,02","77,08","1,79","1826,42","80,84","0,03","7,24",.,.,"0,06",.,.,.,.,.,.,.,"0,49","0,03",.,"2,74",.,.,.
HAMBURGUER DE CARNE BOVINACRU(A),100,"214,00","26,62","11,10","4,38","4,68","0,40","0,30","0,05","86,00",.,.,"13,00","21,00","0,01","193,00","2,89","61,00","300,00","0,08","6,65",.,"0,04","0,17","0,35","5,23",.,"7,70","2,50","6,00","0,45","0,41","0,69","499,00","21,60",.,.,.
HAMBURGUER DE CARNE BOVINACOZIDO(A),100,"214,00","26,62","11,10","4,38","4,68","0,40","0,30","0,05","86,00",.,.,"13,00","21,00","0,01","193,00","2,89","61,00","300,00","0,08","6,65",.,"0,04","0,17","0,35","5,23",.,"7,70","2,50","6,00","0,45","0,41","0,69","499,00","21,60",.,.,.
HAMBURGUER DE CARNE BOVINAGRELHADO(A)/BRASA/CHURRASCO,100,"214,00","26,62","11,10","4,38","4,68","0,40","0,30","0,05","86,00",.,.,"13,00","21,00","0,01","193,00","2,89","61,00","300,00","0,08","6,65",.,"0,04","0,17","0,35","5,23",.,"7,70","2,50","6,00","0,45","0,41","0,69","499,00","21,60",.,.,.
HAMBURGUER DE CARNE BOVINAASSADO(A),100,"214,00","26,62","11,10","4,38","4,68","0,40","0,30","0,05","86,00",.,.,"13,00","21,00","0,01","193,00","2,89","61,00","300,00","0,08","6,65",.,"0,04","0,17","0,35","5,23",.,"7,70","2,50","6,00","0,45","0,41","0,69","499,00","21,60",.,.,.
HAMBURGUER DE CARNE BOVINAFRITO(A),100,"236,66","26,62","13,66","4,78","5,26","1,88","1,60","0,23","86,00",.,.,"13,00","21,00","0,01","193,00","2,89","61,00","300,00","0,08","6,65",.,"0,04","0,17","0,35","5,23",.,"7,70","2,50","6,00","0,45","0,62","0,71","499,00","22,78",.,.,.
HAMBURGUER DE CARNE BOVINAMOLHO VERMELHO,100,"176,00","21,56","8,92","3,51","3,75","0,33","0,25","0,04","68,80","1,08","0,30","13,00","20,00","0,03","159,60","2,52","153,60","306,20","0,09","5,36",.,"0,03","0,15","0,30","4,38","1,40","6,38","2,00","7,00","0,36","0,61","0,55","499,00","17,32","3,48","0,85",.
